file_path	existing_contributors	after_contributors
../../data/manuscripts/tei/777.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/257.xml	Lea Poralla; Jakob Shub-Oseledchik; Masoumeh Seydi; Nadine Urbiczek; Jonathan Beise; Nathan P. Gibson; Polina Lakteikina; Ezra Stadler; Peter Tarras; Gregor Schwarb; Lukas Froschmeier; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/413.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1200.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1265.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/295.xml	Lea Poralla; Jakob Shub-Oseledchik; Masoumeh Seydi; Nadine Urbiczek; Jonathan Beise; Nathan P. Gibson; Polina Lakteikina; Ezra Stadler; Peter Tarras; Gregor Schwarb; Lukas Froschmeier; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/688.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/326.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1537.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/71.xml	Lea Poralla; Jakob Shub-Oseledchik; Masoumeh Seydi; Nadine Urbiczek; Jonathan Beise; Nathan P. Gibson; Polina Lakteikina; Ezra Stadler; Peter Tarras; Gregor Schwarb; Lukas Froschmeier; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1091.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/249.xml	Lea Poralla; Jakob Shub-Oseledchik; Masoumeh Seydi; Nadine Urbiczek; Jonathan Beise; Nathan P. Gibson; Polina Lakteikina; Ezra Stadler; Peter Tarras; Gregor Schwarb; Lukas Froschmeier; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/272.xml	Lea Poralla; Jakob Shub-Oseledchik; Masoumeh Seydi; Nadine Urbiczek; Jonathan Beise; Nathan P. Gibson; Polina Lakteikina; Ezra Stadler; Peter Tarras; Gregor Schwarb; Lukas Froschmeier; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/911.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/519.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1424.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1435.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1399.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/612.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1476.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/796.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1544.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1389.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1467.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1357.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/781.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1176.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/562.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/123.xml	Lea Poralla; Jakob Shub-Oseledchik; Masoumeh Seydi; Nadine Urbiczek; Jonathan Beise; Nathan P. Gibson; Polina Lakteikina; Ezra Stadler; Peter Tarras; Gregor Schwarb; Lukas Froschmeier; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1251.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/967.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1401.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1472.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/821.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/960.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1155.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1446.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/217.xml	Lea Poralla; Jakob Shub-Oseledchik; Masoumeh Seydi; Nadine Urbiczek; Jonathan Beise; Nathan P. Gibson; Polina Lakteikina; Ezra Stadler; Peter Tarras; Gregor Schwarb; Lukas Froschmeier; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/161.xml	Lea Poralla; Jakob Shub-Oseledchik; Masoumeh Seydi; Nadine Urbiczek; Jonathan Beise; Nathan P. Gibson; Polina Lakteikina; Ezra Stadler; Peter Tarras; Gregor Schwarb; Lukas Froschmeier; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1523.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
../../data/manuscripts/tei/1386.xml	Jakob Shub-Oseledchik; Nathan P. Gibson; Maximilian de Molière; Peter Tarras; Sara Mattutat; Maurizio Boehm; Lea Gzella; Annabelle Fuchs; Lea Poralla; Masoumeh Seydi; Jonathan Beise; Polina Lakteikina; Ezra Stadler; Gregor Schwarb; Lukas Froschmeier; Nadine Urbiczek	Jonathan Beise; Maurizio Boehm; Lukas Froschmeier; Annabelle Fuchs; Nathan P. Gibson; Lea Gzella; Polina Lakteikina; Sara Mattutat; Maximilian de Molière; Lea Poralla; Gregor Schwarb; Masoumeh Seydi; Jakob Shub-Oseledchik; Ezra Stadler; Peter Tarras; Nadine Urbiczek
