entity	file	value	xpath	attributes	attribute_values
manuscripts	32.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	32.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	320.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	320.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	320.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	320.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	321.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	321.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	321.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	321.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	322.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	322.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	322.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	322.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	323.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	323.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	323.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	323.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	324.xml	ca. 1030	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	324.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	324.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	324.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	325.xml	1041, 9 June [6 Shawwāl 432]	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	325.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	325.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	325.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	326.xml	1006	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate	when	1006
manuscripts	326.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	326.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	326.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	327.xml	1026-1095	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	327.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	327.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	327.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	328.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	328.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	328.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	328.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	329.xml	1021 [Ktiv]; 1021-1023 [FGP]	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate	from; to	1021; 1023
manuscripts	329.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	329.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	329.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	33.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	33.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	33.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	33.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	330.xml	1096	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	330.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	330.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	330.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	331.xml	1002-1003 [FGP]; 1003 [Ktiv]	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate	when	1002-1003
manuscripts	331.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	331.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	331.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	332.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	332.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	332.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	332.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	333.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	333.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	333.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	334.xml	1063	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote[1]/origDate		
manuscripts	334.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote[2]/origDate	when	
manuscripts	334.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	334.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	334.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	335.xml	1091	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate	when	1091
manuscripts	335.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	335.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	335.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	336.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	336.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	336.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	336.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	337.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	337.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	337.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	337.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	338.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	338.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	338.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	338.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	339.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	339.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	339.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	339.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	34.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	34.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	34.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	34.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	340.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	340.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	340.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	340.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	341.xml	1048-1049?	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate	when	1049
manuscripts	341.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	341.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	341.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	342.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	342.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	342.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	342.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	343.xml	1000-1200?	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote[1]/origDate		
manuscripts	343.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote[2]/origDate	when	
manuscripts	343.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	343.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	343.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	344.xml	after 1000	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	344.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	344.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	344.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	345.xml	1020	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate	when	1020
manuscripts	345.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	345.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	345.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	346.xml	1034	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	346.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	346.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	346.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	347.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	347.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	347.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	347.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	348.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	348.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	348.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	348.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	349.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	349.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	349.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	349.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	35.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	35.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	35.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	35.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	350.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	350.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	350.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	350.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	351.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	351.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	351.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	351.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	353.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	353.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	353.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	353.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	354.xml	1000(?)	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	354.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	354.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	354.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	355.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	355.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	355.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	355.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	356.xml	1000-1200?	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	356.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	356.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	356.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	357.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	357.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	357.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	357.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	358.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote[1]/origDate		
manuscripts	358.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote[2]/origDate	when	
manuscripts	358.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	358.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	358.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	359.xml	1023-4	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	359.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	359.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	359.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	36.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	36.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	36.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	36.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	360.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate	when	1020
manuscripts	360.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	360.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	360.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	361.xml	1048	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	361.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	361.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	361.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	362.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	362.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	362.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	362.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	363.xml	1043	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	363.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	363.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	363.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	364.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	364.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	364.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	364.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	365.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	365.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	365.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	365.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	366.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote[1]/origDate	when	1049
manuscripts	366.xml	1048	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote[2]/origDate		
manuscripts	366.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	366.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	366.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	367.xml	1017[?]	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	367.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	367.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	367.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	368.xml	"1000-1099
                                [FGP]; 1010 [FGP, Ktiv]"	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	368.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	368.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	368.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	369.xml	926	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	369.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	369.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	369.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	37.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate[1]		
manuscripts	37.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate[2]		
manuscripts	37.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	37.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	37.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	370.xml	"900 [FGP];
                                1016 [Ktiv]"	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	370.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	370.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	370.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	371.xml	943	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	371.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	371.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	371.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	372.xml	916	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	372.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	372.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	372.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	373.xml	1200-1400?	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	373.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	373.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	373.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	374.xml	1010	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	374.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	374.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	374.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	375.xml	0976 - 1050	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	375.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	375.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	375.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	376.xml	1008-9	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	376.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	376.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	376.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	377.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	377.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	377.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	378.xml	1030	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	378.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	378.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	378.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	379.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	379.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	379.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	379.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	38.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	38.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	38.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	38.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	380.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	380.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	380.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	380.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	381.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	381.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	381.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	381.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	382.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	382.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	382.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	382.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	383.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	383.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	383.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	383.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	384.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	384.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	384.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	384.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	385.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	385.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	385.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	385.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	386.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	386.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	386.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	386.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	387.xml	1000-1199	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	387.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	387.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
