entity	file	value	xpath	attributes	attribute_values
manuscripts	1256.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1256.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1256.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1257.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1257.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1257.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1257.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1258.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1258.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1258.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1258.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1259.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1259.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1259.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1259.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	126.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	126.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	126.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	126.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1260.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1260.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1260.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1260.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1261.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1261.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1261.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1261.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1262.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1262.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1262.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1262.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1263.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1263.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1263.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1263.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1264.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1264.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1264.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1264.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1265.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1265.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1265.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1265.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1266.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1266.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1266.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1266.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1267.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1267.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1267.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1267.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1268.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1268.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1268.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1268.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1269.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1269.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1269.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1269.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	127.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	127.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	127.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	127.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1270.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1270.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1270.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1270.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1271.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1271.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1271.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1271.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1272.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1272.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1272.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1272.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1273.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1273.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1273.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1273.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1274.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1274.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1274.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1274.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1275.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1275.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1275.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1275.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1276.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1276.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1276.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1276.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1277.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1277.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1277.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1277.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1278.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1278.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1278.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1278.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1279.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1279.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1279.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1279.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	128.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	128.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	128.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	128.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1280.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1280.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1280.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1280.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1281.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1281.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1281.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1281.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1282.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1282.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1282.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1282.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1283.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1283.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1283.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1283.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1284.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1284.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1284.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1284.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1285.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1285.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1285.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1285.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1286.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1286.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1286.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1286.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1287.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1287.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1287.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1287.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1288.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1288.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1288.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1288.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1289.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1289.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1289.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1289.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	129.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	129.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	129.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	129.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1290.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1290.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1290.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1290.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1291.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1291.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1291.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1291.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1292.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1292.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1292.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1292.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1293.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1293.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1293.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1293.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1294.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1294.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1294.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1294.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1295.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1295.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1295.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1295.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1296.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1296.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1296.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1296.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1297.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1297.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1297.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1297.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1298.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1298.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1298.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1298.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1299.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1299.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1299.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1299.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	13.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	13.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	13.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	13.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	130.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	130.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	130.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	130.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1300.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1300.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1300.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1300.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1301.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1301.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1301.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1301.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1302.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1302.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1302.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1302.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1303.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1303.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1303.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1303.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1304.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1304.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1304.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1304.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1305.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1305.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1305.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1305.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1306.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1306.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1306.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1306.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1307.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1307.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1307.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1307.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1308.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1308.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1308.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1308.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1309.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1309.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1309.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1309.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	131.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	131.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	131.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	131.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1310.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1310.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1310.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1310.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1311.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1311.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1311.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1311.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1312.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1312.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1312.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1312.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1313.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1313.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1313.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1313.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1314.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1314.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1314.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1314.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1315.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1315.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1315.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1315.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1316.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1316.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1316.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1316.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1317.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1317.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1317.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1317.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1318.xml	1095, 13 June [6 Jumādā II 488]	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1318.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1318.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1318.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1319.xml	1000-1200?	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1319.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1319.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1319.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	132.xml		/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	132.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	132.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	132.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1320.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1320.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1320.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1320.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1321.xml	after 1000	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1321.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1321.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
manuscripts	1321.xml		/TEI/text/body/listBibl/msDesc/history/acquisition/date		
manuscripts	1322.xml	1000-1100	/TEI/text/body/listBibl/msDesc/physDesc/handDesc/handNote/origDate		
manuscripts	1322.xml		/TEI/text/body/listBibl/msDesc/physDesc/bindingDesc/binding/decoNote/origDate		
manuscripts	1322.xml		/TEI/text/body/listBibl/msDesc/history/provenance/date		
