ms_id	locus_xpath	locus_xpath_readable	unit	from	to	text	other_attrs	n_issues	issues
1290	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1291	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1292	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1293	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1294	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1295	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1296	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1297	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1298	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1299	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
13	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
130	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1300	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1301	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1302	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1303	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1304	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1305	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1306	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1307	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1308	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1309	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
131	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1310	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1311	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1312	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1313	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1314	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1315	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1316	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1317	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1318	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1319	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)	2r	4v			0	
132	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1320	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1321	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1322	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1323	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1324	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1325	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1326	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1327	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1328	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1329	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
133	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1330	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1331	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1332	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1333	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1334	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1335	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1336	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1337	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1338	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1339	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
134	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1340	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1341	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1342	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1343	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1344	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1345	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1346	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1347	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1348	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1349	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
135	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1350	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1351	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1352	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1353	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1354	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1355	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1356	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1357	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1358	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1359	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
136	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1360	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)	1r	46v			0	
1361	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1362	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1363	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1364	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1365	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1366	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1367	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1368	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1369	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
137	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1370	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1371	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1372	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1373	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1374	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1375	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1376	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1377	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1378	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1379	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
138	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1380	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1381	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1382	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1383	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1384	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1385	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1386	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1387	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1388	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1389	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
139	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1390	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1391	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1392	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1393	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1394	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1395	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1396	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1397	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1398	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1399	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
14	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
140	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1400	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1401	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1402	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1403	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1404	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1405	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1406	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1407	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1408	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1409	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
141	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1410	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1411	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1412	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1413	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1414	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1415	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1416	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1417	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1418	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1419	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
142	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1420	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1421	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1422	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1423	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1424	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1425	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1426	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1427	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1428	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1429	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
143	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
1430	/*/*[2]/*/*/*/*[2]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/msContents/msItem/locus	(absent)					1	BOTH_EMPTY: no @from, @to or text content
