host_ms	file	bibl_xml_id	bibl_xpath	bibl_xpath_readable	ref_ms	action	changed	reason	n_before	n_after	citedRanges_before	citedRanges_after
1502	data/manuscripts/tei/1502.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[10]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	608	regenerated	yes	removed all citedRanges, regenerated from referenced loci	1	1	"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios""/>"	"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""46v"">1r–46v</citedRange>"
151	data/manuscripts/tei/151.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	92	skipped	no	referenced ms 92 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
152	data/manuscripts/tei/152.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	153	skipped	no	referenced ms 153 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
153	data/manuscripts/tei/153.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	152	skipped	no	referenced ms 152 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
1570	data/manuscripts/tei/1570.xml	jalit-orgmanuscript1571	/*/*[2]/*/*/*/*[3]/*[2]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1571	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	5		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""10r"" to=""31v"">10r–31v</citedRange> <citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""37r"" to=""44v"">37r–44v</citedRange> <citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""110r"" to=""110v"">110r–110v</citedRange> <citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""125r"" to=""125v"">125r–125v</citedRange> <citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""150r"" to=""158v"">150r–158v</citedRange>"
1571	data/manuscripts/tei/1571.xml	jalit-orgmanuscript1570	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1570	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""5r"" to=""5v"">5r–5v</citedRange>"
1575	data/manuscripts/tei/1575.xml	jalit-orgmanuscript1578	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1578	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1575	data/manuscripts/tei/1575.xml	jalit-orgmanuscript1577	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1577	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""23r"" to=""23v"">23r–23v</citedRange>"
1575	data/manuscripts/tei/1575.xml	jalit-orgmanuscript1576	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1576	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""7r"" to=""8v"">7r–8v</citedRange>"
1575	data/manuscripts/tei/1575.xml	jalit-orgmanuscript313	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	313	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1575	data/manuscripts/tei/1575.xml	jalit-orgmanuscript311	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	311	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1575	data/manuscripts/tei/1575.xml	jalit-orgmanuscript345	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[6]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	345	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""3v"">1r–3v</citedRange>"
1575	data/manuscripts/tei/1575.xml	jalit-orgmanuscript360	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[7]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	360	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""36v"">1r–36v</citedRange>"
1576	data/manuscripts/tei/1576.xml	jalit-orgmanuscript1578	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1578	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1576	data/manuscripts/tei/1576.xml	jalit-orgmanuscript1577	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1577	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""23r"" to=""23v"">23r–23v</citedRange>"
1576	data/manuscripts/tei/1576.xml	jalit-orgmanuscript1575	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1575	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1576	data/manuscripts/tei/1576.xml	jalit-orgmanuscript313	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	313	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1576	data/manuscripts/tei/1576.xml	jalit-orgmanuscript311	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	311	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1576	data/manuscripts/tei/1576.xml	jalit-orgmanuscript345	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[6]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	345	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""3v"">1r–3v</citedRange>"
1576	data/manuscripts/tei/1576.xml	jalit-orgmanuscript360	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[7]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	360	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""36v"">1r–36v</citedRange>"
1577	data/manuscripts/tei/1577.xml	jalit-orgmanuscript1578	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1578	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1577	data/manuscripts/tei/1577.xml	jalit-orgmanuscript1576	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1576	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""7r"" to=""8v"">7r–8v</citedRange>"
1577	data/manuscripts/tei/1577.xml	jalit-orgmanuscript1575	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1575	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1577	data/manuscripts/tei/1577.xml	jalit-orgmanuscript313	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	313	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1577	data/manuscripts/tei/1577.xml	jalit-orgmanuscript311	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	311	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1577	data/manuscripts/tei/1577.xml	jalit-orgmanuscript345	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[6]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	345	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""3v"">1r–3v</citedRange>"
1577	data/manuscripts/tei/1577.xml	jalit-orgmanuscript360	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[7]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	360	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""36v"">1r–36v</citedRange>"
1578	data/manuscripts/tei/1578.xml	jalit-orgmanuscript1577	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1577	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""23r"" to=""23v"">23r–23v</citedRange>"
1578	data/manuscripts/tei/1578.xml	jalit-orgmanuscript1576	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1576	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""7r"" to=""8v"">7r–8v</citedRange>"
1578	data/manuscripts/tei/1578.xml	jalit-orgmanuscript1575	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1575	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1578	data/manuscripts/tei/1578.xml	jalit-orgmanuscript313	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	313	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1578	data/manuscripts/tei/1578.xml	jalit-orgmanuscript311	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	311	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1578	data/manuscripts/tei/1578.xml	jalit-orgmanuscript345	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[6]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	345	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""3v"">1r–3v</citedRange>"
1578	data/manuscripts/tei/1578.xml	jalit-orgmanuscript360	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[7]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	360	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""36v"">1r–36v</citedRange>"
1580	data/manuscripts/tei/1580.xml	jalit-orgmanuscript1583	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1583	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1580	data/manuscripts/tei/1580.xml	jalit-orgmanuscript1582	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1582	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""2v"">1r–2v</citedRange>"
1580	data/manuscripts/tei/1580.xml	jalit-orgmanuscript1581	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1581	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""9v"">1r–9v</citedRange>"
1580	data/manuscripts/tei/1580.xml	jalit-orgmanuscript353	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	353	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""114v"">1r–114v</citedRange>"
1581	data/manuscripts/tei/1581.xml	jalit-orgmanuscript1583	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1583	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1581	data/manuscripts/tei/1581.xml	jalit-orgmanuscript1582	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1582	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""2v"">1r–2v</citedRange>"
1581	data/manuscripts/tei/1581.xml	jalit-orgmanuscript1580	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1580	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""17r"" to=""17v"">17r–17v</citedRange>"
1581	data/manuscripts/tei/1581.xml	jalit-orgmanuscript353	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	353	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""114v"">1r–114v</citedRange>"
1582	data/manuscripts/tei/1582.xml	jalit-orgmanuscript1583	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1583	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""1v"">1r–1v</citedRange>"
1582	data/manuscripts/tei/1582.xml	jalit-orgmanuscript1581	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1581	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""9v"">1r–9v</citedRange>"
1582	data/manuscripts/tei/1582.xml	jalit-orgmanuscript1580	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1580	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""17r"" to=""17v"">17r–17v</citedRange>"
1582	data/manuscripts/tei/1582.xml	jalit-orgmanuscript353	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	353	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""114v"">1r–114v</citedRange>"
1583	data/manuscripts/tei/1583.xml	jalit-orgmanuscript1582	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1582	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""2v"">1r–2v</citedRange>"
1583	data/manuscripts/tei/1583.xml	jalit-orgmanuscript1581	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1581	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""9v"">1r–9v</citedRange>"
1583	data/manuscripts/tei/1583.xml	jalit-orgmanuscript1580	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1580	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""17r"" to=""17v"">17r–17v</citedRange>"
1583	data/manuscripts/tei/1583.xml	jalit-orgmanuscript353	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	353	regenerated	yes	removed all citedRanges, regenerated from referenced loci	0	1		"<citedRange xmlns=""http://www.tei-c.org/ns/1.0"" unit=""folios"" from=""1r"" to=""114v"">1r–114v</citedRange>"
1585	data/manuscripts/tei/1585.xml	jalit-orgmanuscript459	/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	459	skipped	no	referenced ms 459 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
159	data/manuscripts/tei/159.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	266	skipped	no	referenced ms 266 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
159	data/manuscripts/tei/159.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	258	skipped	no	referenced ms 258 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
159	data/manuscripts/tei/159.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	298	skipped	no	referenced ms 298 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
159	data/manuscripts/tei/159.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	297	skipped	no	referenced ms 297 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
159	data/manuscripts/tei/159.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	296	skipped	no	referenced ms 296 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
16	data/manuscripts/tei/16.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	39	skipped	no	referenced ms 39 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
162	data/manuscripts/tei/162.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	167	skipped	no	referenced ms 167 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
164	data/manuscripts/tei/164.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	139	skipped	no	referenced ms 139 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
167	data/manuscripts/tei/167.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	162	skipped	no	referenced ms 162 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
169	data/manuscripts/tei/169.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	300	skipped	no	referenced ms 300 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
169	data/manuscripts/tei/169.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	218	skipped	no	referenced ms 218 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
176	data/manuscripts/tei/176.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	179	skipped	no	referenced ms 179 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
179	data/manuscripts/tei/179.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	176	skipped	no	referenced ms 176 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
181	data/manuscripts/tei/181.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	189	skipped	no	referenced ms 189 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
181	data/manuscripts/tei/181.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	148	skipped	no	referenced ms 148 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
181	data/manuscripts/tei/181.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	191	skipped	no	referenced ms 191 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
181	data/manuscripts/tei/181.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	190	skipped	no	referenced ms 190 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
181	data/manuscripts/tei/181.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[5]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	196	skipped	no	referenced ms 196 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
182	data/manuscripts/tei/182.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	188	skipped	no	referenced ms 188 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
188	data/manuscripts/tei/188.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	182	skipped	no	referenced ms 182 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
189	data/manuscripts/tei/189.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[1]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	148	skipped	no	referenced ms 148 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
189	data/manuscripts/tei/189.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[2]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	191	skipped	no	referenced ms 191 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
189	data/manuscripts/tei/189.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[3]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	181	skipped	no	referenced ms 181 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
189	data/manuscripts/tei/189.xml		/*/*[2]/*/*/*/*[3]/*[1]/*[2]/*[4]	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	190	skipped	no	referenced ms 190 has no usable loci (REF_NO_LOCI); nothing to generate — existing citedRanges left untouched	0	0		
