host_ms	bibl_xml_id	bibl_xpath_readable	ref_ms	target	ref_resolvable	would_add	would_remove	would_keep	severity	issues
313	jalit-orgmanuscript1575	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1575	https://jalit.org/manuscript/1575	yes	1	0	0	OK	
313	jalit-orgmanuscript311	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	311	https://jalit.org/manuscript/311	yes	1	0	0	OK	
313	jalit-orgmanuscript345	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	345	https://jalit.org/manuscript/345	yes	1	0	0	OK	
313	jalit-orgmanuscript360	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	360	https://jalit.org/manuscript/360	yes	1	0	0	OK	
315	jalit-orgmanuscript424	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	424	https://jalit.org/manuscript/424	yes	0	0	0	INFO	REF_NO_LOCI
315	jalit-orgmanuscript426	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	426	https://jalit.org/manuscript/426	yes	0	0	0	INFO	REF_NO_LOCI
315	jalit-orgmanuscript519	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	519	https://jalit.org/manuscript/519	yes	1	0	0	OK	
315	jalit-orgmanuscript307	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	307	https://jalit.org/manuscript/307	yes	1	0	0	OK	
317	jalit-orgmanuscript425	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	425	https://jalit.org/manuscript/425	yes	0	0	0	INFO	REF_NO_LOCI
318	jalit-orgmanuscript458	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	458	https://jalit.org/manuscript/458	yes	0	0	0	INFO	REF_NO_LOCI
329	jalit-orgmanuscript422	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	422	https://jalit.org/manuscript/422	yes	1	0	0	REVIEW	BIDIRECTIONAL_MISMATCH
341	jalit-orgmanuscript630	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	630	https://jalit.org/manuscript/630	yes	1	0	0	OK	
341	jalit-orgmanuscript1469	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1469	https://jalit.org/manuscript/1469	yes	1	0	0	OK	
341	jalit-orgmanuscript511	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	511	https://jalit.org/manuscript/511	yes	5	0	0	INFO	MULTI_ITEM_REF
341	jalit-orgmanuscript641	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	641	https://jalit.org/manuscript/641	yes	1	0	0	OK	
341	jalit-orgmanuscript366	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	366	https://jalit.org/manuscript/366	yes	2	0	0	INFO	MULTI_ITEM_REF
342	jalit-orgmanuscript1319	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1319	https://jalit.org/manuscript/1319	yes	1	0	0	OK	
342	jalit-orgmanuscript358	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	358	https://jalit.org/manuscript/358	yes	1	0	0	OK	
342	jalit-orgmanuscript364	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	364	https://jalit.org/manuscript/364	yes	1	0	0	OK	
342	jalit-orgmanuscript365	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	365	https://jalit.org/manuscript/365	yes	1	0	0	OK	
345	jalit-orgmanuscript1578	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1578	https://jalit.org/manuscript/1578	yes	1	0	0	OK	
345	jalit-orgmanuscript1577	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1577	https://jalit.org/manuscript/1577	yes	1	0	0	OK	
345	jalit-orgmanuscript1576	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1576	https://jalit.org/manuscript/1576	yes	1	0	0	OK	
345	jalit-orgmanuscript1575	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1575	https://jalit.org/manuscript/1575	yes	1	0	0	OK	
345	jalit-orgmanuscript313	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	313	https://jalit.org/manuscript/313	yes	1	0	0	OK	
345	jalit-orgmanuscript311	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	311	https://jalit.org/manuscript/311	yes	1	0	0	OK	
345	jalit-orgmanuscript360	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	360	https://jalit.org/manuscript/360	yes	1	0	0	OK	
353	jalit-orgmanuscript1583	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1583	https://jalit.org/manuscript/1583	yes	1	0	0	OK	
353	jalit-orgmanuscript1582	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1582	https://jalit.org/manuscript/1582	yes	1	0	0	OK	
353	jalit-orgmanuscript1581	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1581	https://jalit.org/manuscript/1581	yes	1	0	0	OK	
353	jalit-orgmanuscript1580	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1580	https://jalit.org/manuscript/1580	yes	1	0	0	OK	
355	jalit-orgmanuscript349	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	349	https://jalit.org/manuscript/349	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
355	jalit-orgmanuscript1579	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1579	https://jalit.org/manuscript/1579	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
355	jalit-orgmanuscript411	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	411	https://jalit.org/manuscript/411	yes	1	0	0	REVIEW	BIDIRECTIONAL_MISMATCH
356	jalit-orgmanuscript1360	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1360	https://jalit.org/manuscript/1360	yes	1	0	0	OK	
358	jalit-orgmanuscript364	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	364	https://jalit.org/manuscript/364	yes	1	0	0	OK	
358	jalit-orgmanuscript342	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	342	https://jalit.org/manuscript/342	yes	1	0	0	OK	
358	jalit-orgmanuscript1319	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1319	https://jalit.org/manuscript/1319	yes	1	0	0	OK	
358	jalit-orgmanuscript364	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	364	https://jalit.org/manuscript/364	yes	1	0	0	OK	
358	jalit-orgmanuscript365	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	365	https://jalit.org/manuscript/365	yes	1	0	0	OK	
360	jalit-orgmanuscript1578	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1578	https://jalit.org/manuscript/1578	yes	1	0	0	OK	
360	jalit-orgmanuscript1577	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1577	https://jalit.org/manuscript/1577	yes	1	0	0	OK	
360	jalit-orgmanuscript1576	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1576	https://jalit.org/manuscript/1576	yes	1	0	0	OK	
360	jalit-orgmanuscript1575	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1575	https://jalit.org/manuscript/1575	yes	1	0	0	OK	
360	jalit-orgmanuscript313	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	313	https://jalit.org/manuscript/313	yes	1	0	0	OK	
360	jalit-orgmanuscript311	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	311	https://jalit.org/manuscript/311	yes	1	0	0	OK	
360	jalit-orgmanuscript345	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	345	https://jalit.org/manuscript/345	yes	1	0	0	OK	
364	jalit-orgmanuscript342	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	342	https://jalit.org/manuscript/342	yes	1	0	0	OK	
364	jalit-orgmanuscript1319	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1319	https://jalit.org/manuscript/1319	yes	1	0	0	OK	
364	jalit-orgmanuscript358	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	358	https://jalit.org/manuscript/358	yes	1	0	0	OK	
364	jalit-orgmanuscript365	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	365	https://jalit.org/manuscript/365	yes	1	0	0	OK	
365	jalit-orgmanuscript342	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	342	https://jalit.org/manuscript/342	yes	1	0	0	OK	
365	jalit-orgmanuscript1319	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1319	https://jalit.org/manuscript/1319	yes	1	0	0	OK	
365	jalit-orgmanuscript358	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	358	https://jalit.org/manuscript/358	yes	1	0	0	OK	
365	jalit-orgmanuscript364	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	364	https://jalit.org/manuscript/364	yes	1	0	0	OK	
366	jalit-orgmanuscript341	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	341	https://jalit.org/manuscript/341	yes	1	0	0	OK	
366	jalit-orgmanuscript630	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	630	https://jalit.org/manuscript/630	yes	1	0	0	OK	
366	jalit-orgmanuscript1469	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1469	https://jalit.org/manuscript/1469	yes	1	0	0	OK	
366	jalit-orgmanuscript511	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	511	https://jalit.org/manuscript/511	yes	5	0	0	INFO	MULTI_ITEM_REF
366	jalit-orgmanuscript641	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	641	https://jalit.org/manuscript/641	yes	1	0	0	OK	
411		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	349	https://jalit.org/manuscript/349	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
424	jalit-orgmanuscript426	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	426	https://jalit.org/manuscript/426	yes	0	0	0	INFO	REF_NO_LOCI
424	jalit-orgmanuscript519	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	519	https://jalit.org/manuscript/519	yes	1	0	0	OK	
424	jalit-orgmanuscript307	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	307	https://jalit.org/manuscript/307	yes	1	0	0	OK	
424	jalit-orgmanuscript315	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	315	https://jalit.org/manuscript/315	yes	1	0	0	OK	
425	jalit-orgmanuscript317	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	317	https://jalit.org/manuscript/317	yes	1	0	0	OK	
426	jalit-orgmanuscript424	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	424	https://jalit.org/manuscript/424	yes	0	0	0	INFO	REF_NO_LOCI
426	jalit-orgmanuscript519	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	519	https://jalit.org/manuscript/519	yes	1	0	0	OK	
426	jalit-orgmanuscript307	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	307	https://jalit.org/manuscript/307	yes	1	0	0	OK	
426	jalit-orgmanuscript315	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	315	https://jalit.org/manuscript/315	yes	1	0	0	OK	
458	jalit-orgmanuscript318	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	318	https://jalit.org/manuscript/318	yes	0	0	0	INFO	REF_NO_LOCI
511	jalit-orgmanuscript341	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	341	https://jalit.org/manuscript/341	yes	1	0	0	OK	
511	jalit-orgmanuscript630	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	630	https://jalit.org/manuscript/630	yes	1	0	0	OK	
511	jalit-orgmanuscript1469	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1469	https://jalit.org/manuscript/1469	yes	1	0	0	OK	
511	jalit-orgmanuscript641	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	641	https://jalit.org/manuscript/641	yes	1	0	0	OK	
511	jalit-orgmanuscript366	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	366	https://jalit.org/manuscript/366	yes	2	0	0	INFO	MULTI_ITEM_REF
514		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	894	https://jalit.org/manuscript/894	yes	1	0	0	OK	
519	jalit-orgmanuscript424	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	424	https://jalit.org/manuscript/424	yes	0	0	0	INFO	REF_NO_LOCI
519	jalit-orgmanuscript426	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	426	https://jalit.org/manuscript/426	yes	0	0	0	INFO	REF_NO_LOCI
519	jalit-orgmanuscript307	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	307	https://jalit.org/manuscript/307	yes	1	0	0	OK	
519	jalit-orgmanuscript315	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	315	https://jalit.org/manuscript/315	yes	1	0	0	OK	
555		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1501	 https://jalit.org/manuscript/1501	yes	1	0	0	OK	
555		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1489	https://jalit.org/manuscript/1489	yes	0	0	0	INFO	REF_NO_LOCI
555		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1474	https://jalit.org/manuscript/1474	yes	1	0	0	OK	
555		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1480	https://jalit.org/manuscript/1480	yes	1	0	0	OK	
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	377	 https://jalit.org/manuscript/377	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	639	 https://jalit.org/manuscript/639	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1499	: https://jalit.org/manuscript/1499	yes	1	0	0	OK	
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1497	https://jalit.org/manuscript/1497	yes	1	0	0	OK	
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1502	https://jalit.org/manuscript/1502	yes	1	0	0	OK	
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1488	https://jalit.org/manuscript/1488	yes	0	0	0	INFO	REF_NO_LOCI
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1492	 https://jalit.org/manuscript/1492	yes	1	0	0	OK	
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1477	https://jalit.org/manuscript/1477	yes	1	0	0	REVIEW	BIDIRECTIONAL_MISMATCH
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1479	https://jalit.org/manuscript/1479	yes	1	0	0	OK	
587		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	608	https://jalit.org/manuscript/608	yes	1	0	0	REVIEW	BIDIRECTIONAL_MISMATCH
613	jalit-orgmanuscript876	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	876	https://jalit.org/manuscript/876	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
630	jalit-orgmanuscript341	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	341	https://jalit.org/manuscript/341	yes	1	0	0	OK	
630	jalit-orgmanuscript1469	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1469	https://jalit.org/manuscript/1469	yes	1	0	0	OK	
630	jalit-orgmanuscript511	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	511	https://jalit.org/manuscript/511	yes	5	0	0	INFO	MULTI_ITEM_REF
630	jalit-orgmanuscript641	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	641	https://jalit.org/manuscript/641	yes	1	0	0	OK	
630	jalit-orgmanuscript366	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	366	https://jalit.org/manuscript/366	yes	2	0	0	INFO	MULTI_ITEM_REF
641	jalit-orgmanuscript341	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	341	https://jalit.org/manuscript/341	yes	1	0	0	OK	
641	jalit-orgmanuscript630	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	630	https://jalit.org/manuscript/630	yes	1	0	0	OK	
641	jalit-orgmanuscript1469	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1469	https://jalit.org/manuscript/1469	yes	1	0	0	OK	
641	jalit-orgmanuscript366	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	366	https://jalit.org/manuscript/366	yes	2	0	0	INFO	MULTI_ITEM_REF
641	jalit-orgmanuscript511	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	511	https://jalit.org/manuscript/511	yes	5	0	0	INFO	MULTI_ITEM_REF
894	jalit-orgmanuscript514	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	514	https://jalit.org/manuscript/514	yes	2	0	0	INFO	MULTI_ITEM_REF
1319	jalit-orgmanuscript342	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	342	https://jalit.org/manuscript/342	yes	1	0	0	OK	
1319	jalit-orgmanuscript358	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	358	https://jalit.org/manuscript/358	yes	1	0	0	OK	
1319	jalit-orgmanuscript364	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	364	https://jalit.org/manuscript/364	yes	1	0	0	OK	
1319	jalit-orgmanuscript365	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	365	https://jalit.org/manuscript/365	yes	1	0	0	OK	
1360	jalit-orgmanuscript356	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	356	https://jalit.org/manuscript/356	yes	1	0	0	OK	
1469	jalit-orgmanuscript341	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	341	https://jalit.org/manuscript/341	yes	1	0	0	OK	
1469	jalit-orgmanuscript630	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	630	https://jalit.org/manuscript/630	yes	1	0	0	OK	
1469	jalit-orgmanuscript511	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	511	https://jalit.org/manuscript/511	yes	5	0	0	INFO	MULTI_ITEM_REF
1469	jalit-orgmanuscript641	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	641	https://jalit.org/manuscript/641	yes	1	0	0	OK	
1469	jalit-orgmanuscript366	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	366	https://jalit.org/manuscript/366	yes	2	0	0	INFO	MULTI_ITEM_REF
1474		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1501	https://jalit.org/manuscript/1501	yes	1	0	0	OK	
1474		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1489	https://jalit.org/manuscript/1489	yes	0	0	0	INFO	REF_NO_LOCI
1474		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1480	https://jalit.org/manuscript/1480	yes	1	0	0	OK	
1474		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	555	https://jalit.org/manuscript/555	yes	1	0	0	OK	
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	377	 https://jalit.org/manuscript/377	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	639	https://jalit.org/manuscript/639	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1499	 https://jalit.org/manuscript/1499	yes	1	0	0	OK	
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1497	 https://jalit.org/manuscript/1497	yes	1	0	0	OK	
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1502	https://jalit.org/manuscript/1502	yes	1	0	0	REVIEW	BIDIRECTIONAL_MISMATCH
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1488	 https://jalit.org/manuscript/1488	yes	0	0	0	INFO	REF_NO_LOCI
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1492	https://jalit.org/manuscript/1492	yes	1	0	0	OK	
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1479	 https://jalit.org/manuscript/1479	yes	1	0	0	OK	
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1497	https://jalit.org/manuscript/1497	yes	1	0	0	OK	
1477		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	608	https://jalit.org/manuscript/608	yes	1	0	0	REVIEW	BIDIRECTIONAL_MISMATCH
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	377	: https://jalit.org/manuscript/377	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	639	 https://jalit.org/manuscript/639	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1499	 https://jalit.org/manuscript/1499	yes	1	0	0	OK	
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1497	https://jalit.org/manuscript/1497	yes	1	0	0	OK	
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1502	https://jalit.org/manuscript/1502	yes	1	0	0	OK	
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1488	 https://jalit.org/manuscript/1488	yes	0	0	0	INFO	REF_NO_LOCI
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1492	 https://jalit.org/manuscript/1492	yes	1	0	0	OK	
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1477	https://jalit.org/manuscript/1477	yes	1	0	0	OK	
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	587	 https://jalit.org/manuscript/587	yes	1	0	0	OK	
1479		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	608	https://jalit.org/manuscript/608	yes	1	0	0	REVIEW	BIDIRECTIONAL_MISMATCH
1480		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1501	: https://jalit.org/manuscript/1501	yes	1	0	0	OK	
1480		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1489	: https://jalit.org/manuscript/1489	yes	0	0	0	INFO	REF_NO_LOCI
1480		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1474	 https://jalit.org/manuscript/1474	yes	1	0	0	OK	
1480		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	555	https://jalit.org/manuscript/555	yes	1	0	0	OK	
1481		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1484	 https://jalit.org/manuscript/1484	yes	0	0	0	INFO	REF_NO_LOCI
1481		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1491	https://jalit.org/manuscript/1491	yes	0	0	0	INFO	REF_NO_LOCI
1484		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1491	https://jalit.org/manuscript/1491	yes	0	0	0	INFO	REF_NO_LOCI
1484		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1481	https://jalit.org/manuscript/1481	yes	1	0	0	OK	
1488	jalit-orgmanuscript377	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	377	https://jalit.org/manuscript/377	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
1488	jalit-orgmanuscript639	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	639	https://jalit.org/manuscript/639	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
1488		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1499	 https://jalit.org/manuscript/1499	yes	1	0	0	OK	
1488		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1497	 https://jalit.org/manuscript/1497	yes	1	0	0	OK	
1488		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1502	https://jalit.org/manuscript/1502	yes	1	0	0	OK	
1488		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1492	 https://jalit.org/manuscript/1492	yes	1	0	0	OK	
1488		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1477	https://jalit.org/manuscript/1477	yes	1	0	0	OK	
1488		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1479	https://jalit.org/manuscript/1479	yes	1	0	0	OK	
1488		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	587	https://jalit.org/manuscript/587	yes	1	0	0	OK	
1488		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	608	https://jalit.org/manuscript/608	yes	1	0	0	REVIEW	BIDIRECTIONAL_MISMATCH
1489		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1501	https://jalit.org/manuscript/1501	yes	1	0	0	OK	
1489		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1480	 https://jalit.org/manuscript/1480	yes	1	0	0	OK	
1489		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1474	https://jalit.org/manuscript/1474	yes	1	0	0	OK	
1489		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	555	https://jalit.org/manuscript/555	yes	1	0	0	OK	
1490		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1485	https://jalit.org/manuscript/1485	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
1491		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1484	 https://jalit.org/manuscript/1484	yes	0	0	0	INFO	REF_NO_LOCI
1491		TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	1481	https://jalit.org/manuscript/1481	yes	1	0	0	OK	
1492	jalit-orgmanuscript377	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	377	https://jalit.org/manuscript/377	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
1492	jalit-orgmanuscript639	TEI/text/body/listBibl/msDesc/physDesc/ab/listBibl/bibl	639	https://jalit.org/manuscript/639	yes	0	0	0	REVIEW	REF_NO_LOCI;BIDIRECTIONAL_MISMATCH
